stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
DC4539,0,28.851958,77.088107,Narela Terminal,0
DC4540,1,28.853311,77.088548,Police Station Narela,1
DC4541,2,28.854965,77.089322,Safiyabad Crossing,2
DC4542,3,28.857713,77.092846,Ramdev Chowk / Pitori Johad,3
DC4543,4,28.857684,77.097117,Narela A-6 / CPJ College,4
DC4544,5,28.854724,77.097933,State Bank Of Allahbad,5
DC4545,6,28.851769,77.097906,Sec A-9 Narela,6
DC4546,7,28.851771,77.097849,Narela Pocket 13 / A-9,7
DC4547,8,28.848993,77.098485,Narela Pocket 13 / A-6,8
DC4548,9,28.840804,77.10202,Raja Harish Chandra Hospital,9
DC4549,10,28.837226,77.098578,Kasturi Ram School,10
DC4550,11,28.83657,77.09201,Munim Ji Ka Bagh,11
DC4551,12,28.838193,77.091456,New Anaj Mandi,12
DC4552,13,28.840582,77.090589,Kurani More,13
DC4893,14,28.837755,77.081097,Prem Nagar Narela,14
DC4554,15,28.83657,77.079258,Maharaja Agrassen School,15
DC4555,16,28.833186,77.077052,Bharat Mata School,16
DC4556,17,28.825219,77.069668,Kaushal Devi Netraheen Ashram,17
DC5264,18,28.819549,77.06355,Sannoth Crossing / Ghoga Crossing,18
DC4558,19,28.815434,77.058213,Delhi Jal Board Bawana,19
DC4559,20,28.811811,77.053975,Jain Bekhunth Mandir,20
DC4560,21,28.807197,77.048415,Bawana JJ Colony CRPF Camp,21
DC3605,23,28.758318,77.148305,Swaroop Nagar GT Road,23
DC3606,24,28.75027,77.15075,Libas Pur GT Road,24
U01532,25,28.7402,77.154,Sanjay Gandhi Transport Nagar,25
DC3607,26,28.735084,77.155874,Mukarba Chowk,26
U01588,27,28.731117,77.158967,GTK Depot,27
U99882A,28,28.7257,77.163,Jahangirpuri GT Road (Metro Station),28
DC3655,29,28.721715,77.166162,Mahindra Park,29
U01698,30,28.7206,77.1671,Sarai Pipal Thala,30
U01747,31,28.717467,77.169917,Adarsh Nagar Metro Station,31
U01781,32,28.714415,77.172422,New Sabzi Mandi,32
U01867,33,28.706533222382745,77.17927958748578,Azadpur Terminal (Bara Bagh Road),33
U01929,34,28.7017,77.1831,Bara Bagh,34
U01969,35,28.6995,77.1849,Gujranwala Town,35
U02004,36,28.6971,77.1869,Telephone Exchange,36
U02033,37,28.6954,77.1883,State Bank Colony,37
U02088,38,28.691,77.192,Gurudwara Nanak Pyau,38
U02112,39,28.6882666666667,77.1937,Rana Pratap Bagh,39
U02138,40,28.6848,77.1963,Gur Mandi,40
U02180,41,28.682832,77.197614,Roop Nagar / Shakti Nagar (GT Road),41
DC0027,42,28.677617,77.201567,Clock Tower,42
U02242,43,28.6733,77.2018,Roshnara Bagh,43
U02274,44,28.669249,77.20455,Roshnara Road,44
U02387,45,28.667538,77.207439,Ice Factory (Roshanara Road),45
DC0028,46,28.667356,77.215047,St Stephen Hospital,46
U02512,47,28.666864,77.218926,Tees Hazari Court,47
U02690,48,28.668328,77.225017,ISBT Nityanand Marg,48
DC3575,49,28.669469,77.228659,ISBT Bridge,49
U02946,50,28.673867,77.241633,Metro Train Depot,50
DC3576,51,28.674383,77.243117,Metro Train Depot,51
U03019,52,28.6741,77.24775,Shyam Giri Mandir,52
DC3577,53,28.67345438834933,77.2519536225461,Shastri Park GT Road,53
U03126,54,28.672611156218515,77.25723261202766,Shastri Park GT Road,54
U03184,55,28.67125108474097,77.26167479193929,Dharampura GT Road,55
U03193,56,28.670783,77.265423,Seelampur Metro Station,56
U03268,57,28.672117,77.273467,Seelam Pur Petrol Pump,57
U03300,58,28.672536292239965,77.27632482213471,Welcome Metro Station,58
U03350,59,28.6736,77.283533,Shahdara (Shyam Lal College),59
U03509,60,28.6759,77.2999,Mansarovar Park Metro Station,60
U03614,61,28.676067,77.30925,Telephone Exchange,61
U03636,62,28.67615,77.311883,Dilshad Garden GT Road,62
U03746,63,28.676518,77.321617,Shahdara Border Circle,63
U99883A,64,28.66639061900005,77.32154300019211,Surya Nagar (Gazipur Road),64
U03715,65,28.662479,77.320324,Ram Prastha Temple,65
U03712,66,28.6608,77.3202,Ram Prastha Crossing,66
DC3612,67,28.647061,77.317903,Anand Vihar ISBT Main Road,67
DC3531,69,28.618288,76.930672,Kair Depot,69
DC4030,70,28.6082685799431,76.9447822575366,Mitraon Village (Dhansa Road),70
U00079,71,28.607199,76.939964,Mitraon School,71
U00067,72,28.6042512214927,76.93243764755282,Surehra Crossing,72
U00051,73,28.60016757924295,76.91613235611281,Rawta Crossing (Dhansa Road),73
DC4018,74,28.594840102931,76.91534756290065,Jaffarpur Kalan RTRM Hospital,74
DC4008,75,28.578394,76.909982,Samaspur Khalsa,75
U00143,76,28.688069174713046,76.96543972792757,Tikri Border Metro Station,76
U00165,77,28.6875,76.9708,Tikari Village,77
U00194,78,28.6869,76.9783,Tikri Hospital,78
U00211,79,28.686817,76.979933,Tikri Piyau / Azad Hind Gram,79
DC3758,80,28.686267,76.986533,Indian Oil Corporation,80
U00282,81,28.686112,76.994467,Ghevra Crossing (Kanjhawala Road),81
U00271,82,28.69285,76.993943,FCI Ghevra,82
U00290,83,28.696524,76.997956,Ghevra Village,83
U00302,84,28.707239,77.001132,Sir Chhotu Ram Polytechnic,84
U00317,85,28.71416642994049,77.00318813857062,Haryana Shakti School Kanjhawla,85
U00322,86,28.723483,77.004474,Desu Sub Station,86
U00327,88,28.733592,77.004502,Kanjhawala Village,88
DC5154,89,28.738005,77.007551,Kanjhawla Chowk,89
DC4516,90,28.738824,77.008263,Kanjhawla School,90
DC4517,91,28.751435,77.014409,Chandpur Kalan Crossing,91
DC5155,92,28.75137,77.00975,Chand Pur Village,92
DC5158,93,28.75329,77.00775,Chand Pur Village,93
DC5159,94,28.75895,76.99894,Chand Pur Majra School,94
DC5161,95,28.76899,76.99852,Majra Dabas Village,95
DC4519,96,28.766650642327296,77.01640912808023,Prem Piyau,96
DC4520,97,28.779779,77.021947,Shri Krishna Gaushala,97
DC4521,98,28.78502619479548,77.02386742772042,Bajit Pur Crossing,98
DC4522,99,28.787599,77.025648,Krishna Vihar,99
DC4523,100,28.794529,77.029967,Ishwar Colony,100
DC4524,101,28.797939,77.031709,Panchayat Ghar,101
DC4525,102,28.797795,77.034329,Primary School,102
DC4526,103,28.800379,77.036058,Bawana Village Chowk,103
U01343,104,28.74539,77.13727,Badli Railway Staion,104
U01390,105,28.744211,77.143076,Samaypur School,105
DC3772,106,28.743133,77.146286,Prem Nagar,106
U02440,107,28.6676101,77.210806,Ice Factory (Nityanand Marg),107
U02716,108,28.665616,77.230079,ISBT Kashmere Gate (Lothian Road),108
U02791,109,28.665651,77.230073,Guru Govind Singh University (Kashmere Gate),109
U02842,110,28.661819,77.235256,GPO,110
U02739,111,28.660304,77.225322,Old Delhi Railway Station,111
U03402,112,28.67409,77.286865,Shahdara Terminal,112
U03349,113,28.67304344115086,77.28274874651143,Shahdara (Shyam Lal College),113
U03340,114,28.6704,77.2809,Kanti Nagar Extension,114
U03346,115,28.66785,77.28225,Jharkhandi,115
U03384,116,28.666167,77.283917,East Azad Nagar,116
U03394,117,28.663502,77.285917,Swaran Cinema,117
U03404,118,28.661,77.2878,Krishna Nagar A Block,118
U03430,119,28.6582,77.29,Hans Apartment,119
U03444,120,28.6564,77.2915,Arjun Nagar,120
U03457,121,28.654,77.2925,Radheypuri,121
U03461,122,28.651637,77.293123,Jagatpuri  A Block,122
U03476,123,28.648036,77.295529,Jagatpuri F-Block,123
U99881,124,28.6455,77.2979,Gagan Vihar,124
U03500,125,28.642867,77.29725,Karkardooma Xing,125
U03485,126,28.64215,77.29625,New Rajdhani Enclave,126
DC0109,127,28.639333,77.292417,Preet Vihar,127
U03416,128,28.636783,77.287683,Nirman Vihar,128
U03380,129,28.635367,77.28495,Shakarpur Crossing,129
U03345,130,28.633394,77.281942,Shakarpur,130
U03307,131,28.6313,77.2789,Laxmi Nagar,131
U03160,132,28.628033,77.260933,Rainy Well,132
U03055,133,28.62795,77.25235,Delhi Secretariat,133
U02961,134,28.627967,77.244433,ITO,134
U02887,135,28.6253,77.2387,Tilak Bridge,135
U02831,136,28.625633,77.234,Mandi House,136
U02790,137,28.625035,77.230571,Mandi House,137
DC4132,138,28.623228,77.226725,Kasturba Gandhi Road Crossing,138
U02621,139,28.621,77.2215,Firoz Shah Road,139
DC4133,140,28.619225,77.217521,Le Meridian Hotel / Rajendra Prasad Road,140
U02495SB,141,28.616983,77.2137,Krishi Bhawan,141
U02444,142,28.618035,77.210453,Red Cross Road,142
U02437,143,28.62065,77.2098,Aakashwani Bhawan (Imtiyaz Ali Road),143
U02375,144,28.6209,77.2073,Gurudwara Rakab Ganj Road,144
U02293Z,145,28.617383,77.20395,Kendriya Terminal (Church Road),145
U00191,146,28.615127,76.977508,Najafgarh Terminal,146
U00201,147,28.613617,76.979717,Jharoda Crossing/Nazafgarh Terminal,147
DC3555,148,28.614413,76.98107,Jharoda Crossing,148
DC3556,149,28.614155,76.985213,Health Centre,149
U00259,150,28.61269,76.986418,NajafGarh Delhi Gate,150
U00260,151,28.612594,76.991382,Tuda Mandi,151
U00314,154,28.614667,77.0034,Nangli Sakrawati,154
U00331,155,28.616198,77.007131,Nangli Sakrawati Crossing,155
U00355,156,28.61832,77.013185,Arjun Park,156
DC4882,157,28.619105,77.015167,Chhathh Ghat Park,157
U00368,158,28.620035,77.017855,Nangli Dairy,158
U00378,159,28.61998,77.024738,Kakrola Bridge,159
U00387,160,28.61923,77.028823,Kakrola More,160
U00395,161,28.619118741913784,77.03179661908212,Kakrola More,161
DC3568,162,28.619591,77.032774,Sewak Park Dwarka More Metro Station,162
U00425,163,28.619948,77.037062,Rama Park,163
U00453,164,28.62029,77.039178,Mohan Garden,164
U00464,165,28.620487,77.045475,Nawada,165
U00491,166,28.620876,77.049338,Kiran Garden,166
U00503,167,28.621241,77.052393,Om Vihar,167
U00538,168,28.621946,77.056321,Prem Nagar,168
U00561,169,28.623269,77.060947,Uttam Nagar,169
U00601,170,28.624813,77.067696,Uttam Nagar / A1 Janak Puri,170
U00623,171,28.621617,77.069969,Tilak Pul,171
U00651,172,28.620041,77.073165,Jivan park,172
U00680,173,28.618239,77.076935,C-1 Janak Puri,173
U00741,175,28.616152,77.081383,C-2 Janak Puri,175
DC4710,176,28.614365,77.085484,C2D Janak Puri,176
U00813,177,28.61305,77.088391,Dabri Crossing (Pankha Road),177
U00876,178,28.611026,77.093012,Janak Cinema,178
U00907,179,28.610049,77.095367,Desu Colony Janak Puri,179
U00974,180,28.609265,77.100931,SagarPur Vashisht Park,180
U01004,181,28.61096,77.103583,D Block Janak Puri,181
U01019,182,28.614,77.1062,Lajwanti Garden,182
U01044,183,28.61313,77.109679,Lajwanti Garden (Carriappa Marg),183
U01079,184,28.6107,77.1139,Janak Setu,184
U01164,185,28.606783,77.123367,Supply Depot,185
U04005A,186,28.604833,77.128283,Kirbi Place,186
NS0256,187,28.602817,77.133517,Thimiyan Park,187
U01356CV,188,28.600317,77.139733,S O Flats Carriappa Marg,188
U01481,189,28.596167,77.1504,R R Line,189
U01594,190,28.592967,77.158483,Golf Club,190
U01636,191,28.592987,77.162867,Dhaula Kuan,191
U02453,192,28.704301,77.21131,BBM Cluster Depot,192
U02420,193,28.702162,77.209581,Sewa Kutir,193
DC3717,194,28.698158,77.207636,GTB Nagar / Haqiqat Nagar,194
U02467,195,28.696197,77.21214,INS Hostel,195
U02515,196,28.695022,77.215318,Vishwa Vidyalaya Metro Station,196
U02572,197,28.69382,77.218624,Mall Road,197
U02594,198,28.69714,77.220359,Banarsi Daas Estate Timarpur,198
U02599,199,28.701025,77.22127,Timarpur,199
DC3745,200,28.7054,77.2231666666667,Balak Ram Hospital,200
U02656,201,28.706947,77.224038,Police Station Timarpur,201
U02705,202,28.709086,77.22626,Nehru Vihar Crossing,202
U02737,203,28.711529,77.228752,Wazirabad Crossing,203
DC3724,204,28.710233,77.241367,Gurudwara Nanak Sar,204
DC3725,205,28.7189,77.24325,Pusta No 1 Sonia Vihar,205
DC3727,206,28.721517,77.243867,Pusta No 2 Sonia Vihar,206
DC3729,207,28.725583,77.2448,Pusta No 3 Sonia Vihar,207
DC3731,208,28.730183,77.24575,Gatta Factory Sonia Vihar,208
DC3732,209,28.7324,77.246233,Sonia Vihar,209
DC3734,210,28.734583,77.246633,Pusta No 5 Sonia Vihar,210
DC3737,211,28.739367,77.24745,Check Post,211
DC3738,212,28.74245,77.246567,Annpurna Mandir,212
DC3740,213,28.750167,77.24385,Sabhapur More,213
DC3742,214,28.754767,77.24325,Chauhan Patti (Terminal),214
DC4197,215,28.578409,77.058932,NHAI Building/ Dwarka Sec-10 Metro Station,215
DC4346,216,28.578591,77.054908,Dwarka Sec-19 Modern School,216
DC4344,217,28.574383,77.05115,Amrohi More,217
DC4342,218,28.573412,77.048418,St Marry School,218
DC4340,219,28.577292,77.035195,Police Post,219
DC4338,220,28.578247,77.02915,Qutub Vihar Phase-I Kikar Stand,220
DC4336,221,28.57905,77.024348,Jhankar Crossing,221
DC4334,222,28.579766,77.021478,Goyla Dairy,222
DC4332,223,28.580346,77.019327,Nehru Bus Stand Goyla Dairy,223
DC4330,224,28.581816,77.015072,St Thomas School Goyla Vihar,224
DC4328,225,28.58327,77.011534,Taj Pur More,225
DC4326,226,28.587476,77.008636,Goyla Village,226
DC4324,227,28.591403,77.000404,Shyam Vihar,227
U00266,228,28.591721,76.992877,Goela Dairy Crossing,228
U00262,229,28.593389,76.991941,Deenpur Village,229
U00254,230,28.596621,76.990298,Durga Vihar,230
U00249,231,28.600768,76.988661,BDO Office,231
U00229,232,28.60799,76.985536,Chhawla Stand Najafgarh,232
U00226,233,28.61031861412337,76.9813376578563,Police Station Najafgarh,233
U00217,235,28.617676,76.984284,Dichau Chowk,235
U00234,236,28.621747,76.98804,Udaseen Ashram,236
U00252,237,28.625259,76.992196,Nirmal Vihar,237
U00288,238,28.629304,76.997733,Dichau Kalan Depot,238
DC0018,239,28.707525,77.177797,Azadpur Terminal,239
U01780,240,28.7139,77.1725,New Sabzi Mandi,240
U01761,241,28.715917,77.170867,Adarsh Nagar / Bharola Village,241
U01699,242,28.720417,77.166983,Sarai Peepal Thala,242
DC3598,243,28.7215333333333,77.166,Mahindra Park,243
DC3599,244,28.7251,77.163217,Jahangir Puri GT Road,244
DC3600,245,28.7273,77.161583,Jahangir Puri Metro Station,245
U01582,246,28.731183,77.158617,GTK Depot,246
DC3601,247,28.734723,77.155831,Mukarba Chowk,247
DC3602,248,28.738331,77.154234,Sanjay Gandhi Transport Nagar,248
U01479,249,28.752467,77.149383,Libas Pur GT Road,249
U01464,250,28.75805,77.14765,Swaroop Nagar GT Road,250
DC4802,251,28.76486,77.145315,Gurudwara Siraspur GT Road,251
DC5178,252,28.771708,77.142899,Nangli Poona More,252
DC5180,253,28.771944,77.121967,Khera Garhi,253
DC5182,254,28.771903,77.117675,Khera Kalan School,254
DC5184,255,28.772345,77.115104,Khera Kalan Gaon,255
DC5186,256,28.773931,77.104022,Rishi Dharmarth Chikitsalaya,256
DC5188,257,28.773923,77.102521,Khera Khurd Village,257
DC5191,258,28.773761,77.09241,Khera Khurd Nahar Crossing,258
DC5192,259,28.783337,77.096637,Naya Bans,259
DC5194,260,28.793447,77.095545,Mann School,260
DC5096,261,28.795391,77.097784,Holambi Khurd DRID College,261
DC5098,262,28.799721,77.096011,Holambi Khurd,262
DC5100,263,28.801883,77.096003,Holambi Kalan Terminal,263
DC4996,264,28.809564,77.107095,Holambi Kalan Crossing,264
DC4998,265,28.817688,77.102397,Shahpur Garhi,265
DC5000,266,28.820295,77.101135,Narela ITI / Narela Depot,266
DC5002,267,28.821204,77.100678,DSIDC Narela,267
DC5004,268,28.829162,77.094509,Bhor Garh,268
DC5006,269,28.833012,77.093266,Babu Jag Jeevan Ram Colony,269
DC4537,270,28.845328,77.088967,Old Anaj Mandi,270
DC4538,271,28.847045,77.088366,Narela Primary School,271
DC4364,272,28.779253,77.179936,Keshav Nagar Mukti Ashram,272
DC4362,273,28.775793,77.179669,Ibrahim Pur More,273
DC3796,274,28.768883,77.180783,Natthupura Crossing Terminal,274
U01942,275,28.7645,77.1838,Amrit Vihar Colony,275
U02050,276,28.761167,77.188717,Koushik Enclave,276
U02086,277,28.76015,77.1910833333333,Laxmi Vihar,277
DC0054,278,28.7555,77.1983,Ekta Garden- Harijan Basti,278
U02216,279,28.7541,77.199,Burari Village,279
U02214,280,28.7492333333333,77.1985666666667,Sarvodhya Vidhyalay Burari,280
U02200,281,28.7467,77.1983,Balti Factory,281
U02182,282,28.7418,77.198,Sant Nagar Main Market,282
U02160,283,28.7377,77.1973,Sant Nagar A-1,283
U02169,284,28.734483,77.197717,Jharoda Dairy Crossing,284
U02199,285,28.730567,77.198467,Burari Transport Authority,285
U02185,286,28.72773,77.198067,Nirankari Sarover- Burari Xing,286
DC0055,287,28.72095,77.20015,CV Raman ITI,287
U02301,288,28.714883,77.2041,Nirankari Colony,288
U02327,289,28.7112333333333,77.2045,Radio Colony,289
U09586,290,28.706789,77.204733,Dhaka Village,290
U02325,291,28.70458,77.205033,Balmiki Gandhi Ashram,291
U02318,292,28.700567,77.205017,TB Hospital,292
U02350,293,28.698294,77.206554,GTB Nagar,293
U02613,294,28.690202,77.221419,Khyber Pass,294
U02620,295,28.687634,77.221672,Vidhan Sabha Metro Station,295
U02628A,296,28.683891,77.222282,Old Secretariat (Postal Account Office),296
U99851,297,28.679703,77.223955,IP College,297
DC3689,298,28.676602,77.225033,Exchange Store / Civil Lines Metro Station,298
U02700,299,28.672405,77.226008,Ludlow Castle,299
DC3596,300,28.668478,77.226155,ISBT Nityanand Marg,300
U01890,301,28.768915,77.18095,Natthupura Terminal,301
U02176,303,28.738727569169587,77.19768528387395,Sant Nagar A-1,303
U02395,304,28.698283,77.2076,GTB Nagar / Haqiqat Nagar,304
U02421,305,28.70265,77.2098166666667,Sewa Kutir,305
U02458,306,28.704317,77.211183,BBM Cluster Depot,306
DC4855,307,28.532504,77.314937,Madanpur Khadar JJ Colony,307
DC4856,308,28.531925,77.304505,Madanpur Khadar Crossing,308
DC4857,309,28.543017,77.309483,Kalindi Kunj Metro Station,309
DC4858,310,28.545083,77.306217,Kalindi Kunj,310
DC4859,311,28.542817,77.30305,Shaheen Bagh,311
DC4860,312,28.5404,77.2968,Jasola Vihar,312
DC4861,313,28.538333,77.291867,Sarita Vihar K Block,313
U03351,314,28.539501,77.282682,Apollo Hospital,314
U03323,315,28.543764,77.27934,Harkesh Nagar,315
U03292,316,28.548007,77.276605,Okhla Tank,316
U03273,317,28.551088,77.273998,CRRI,317
U03249,318,28.554827,77.271291,Sukhdev Vihar Depot,318
U03225,319,28.55795,77.26895,Kalkaji Xing,319
U03204,320,28.561592,77.266287,Ishwar Nagar,320
U03148S,322,28.57045,77.259788,Ashram Chowk,322
U03121,323,28.574277,77.256865,Ashram (Hari Nagar),323
U03049,324,28.582917,77.251209,Bhogal,324
U03037,325,28.584692,77.249659,Bhogal (Jungpura),325
U03000,326,28.589269,77.246339,Nizamuddin Extension,326
U02974,327,28.591349,77.244916,Police Station Nizamuddin (Dargah),327
U02860,328,28.5924,77.23675,Ishpat Bhawan,328
DC0094,329,28.591833,77.232383,JLN Stadium (Sunehripulla Depot),329
U02661,330,28.586733,77.22425,Lodhi Colony 18-Block,330
U99988,331,28.584817,77.224533,Lodhi Colony,331
DC0098,332,28.580036,77.225132,Kushak Nallah Depot,332
DC3821,333,28.5322806,77.296803,Madanpur Khadar Village,333
U03421,334,28.529703,77.287907,Madanpur Khadar Crossing,334
U03398,335,28.532092,77.286936,Sarita Vihar,335
U03077,336,28.568283,77.253917,Nehru Nagar,336
U03024,337,28.565297,77.247779,Lajpat Nagar Ring Road,337
U02941,338,28.564833,77.241433,Gupta Market,338
U03997A,339,28.56485,77.239667,Gupta Market,339
U02843,340,28.569135,77.235154,MCKR Hospital,340
U02867,341,28.573,77.237367,Defence Colony,341
U02923,342,28.583917,77.240533,Pant Nagar,342
U02930,343,28.587033,77.2408,CGO Complex,343
U02920,344,28.596267,77.240433,Amir Khusro Park / Oberoi Hotel,344
U99968,345,28.598783,77.2406,Delhi Public School,345
U02904,346,28.602217,77.2404,Sunder Nagar,346
U02899,347,28.60831,77.240026,Zoo,347
U02897,348,28.611043,77.239986,National Stadium,348
U02901,349,28.616035,77.240208,ITPO Gate No. 3,349
U02907,350,28.618483,77.240183,Pragati Maidan Gate No. 5,350
U02909,351,28.622967,77.240488,Supreme Court,351
U99740,352,28.623433,77.240567,Pragati Maidan Metro Station,352
U02934,353,28.629065,77.241192,ITO (Agarwal Chowk),353
U02929,354,28.633864,77.240804,Express Building,354
U02932,355,28.637167,77.240939,Delhi Gate,355
U02918,356,28.644512,77.240303,Darya Ganj Golcha Cinema,356
U02893,357,28.649272,77.239311,Subhash Park,357
U02879,358,28.651286,77.237844,Jama Masjid,358
U02858,359,28.653939,77.236401,Red Fort,359
U02807,360,28.6588542,77.2317199,Old Delhi Railway Station (T) H C Sen Marg,360
DC5414,361,28.542754,76.888747,Sarang Pur Village,361
DC5412,362,28.534792,76.904321,JhulJhuli Village,362
DC4023,363,28.535283,76.909333,Jhul-Jhuli Check Post / Ghumanhera Crossing,363
DC4578,364,28.552333,76.907483,Malik Pur Village Crossing,364
DC4025,365,28.568338463449155,76.90652302950136,Ujwa Gaon,365
DC4009,366,28.5735106,76.9082469,Ujwa School,366
DC4026,368,28.57907893073767,76.9100964494088,Samaspur Khalsa,368
U00055,370,28.600144,76.914487,Rawta Crossing (Dhansa Road),370
U00069,371,28.60448,76.932397,Surehra Crossing,371
U00078,372,28.607252,76.939754,Mitraon School,372
DC4746,374,28.608343,76.951668,Mitraon Crossing,374
U00116,375,28.608858,76.959974,Indra Service Station,375
U00158,376,28.609487,76.967851,Nanak Piyau,376
U00168,377,28.610354,76.971259,Prem Nursary,377
U00184,378,28.611145,76.974375,Khera More,378
U00202,379,28.61376570497565,76.97936261579927,Jharoda Crossing Jharoda Road,379
U00192,380,28.61483116191557,76.97724911484083,Najafgarh Terminal,380
U01725,381,28.703538,77.169078,Shalimar Bagh (Ring Road),381
U01667,382,28.701819,77.165532,Ashok Vihar Crossing,382
U01613,383,28.700812,77.161947,Richi Rich,383
U01576,384,28.700065,77.158465,Prem Bari Pul,384
U01546,385,28.695994,77.155671,Punjab Kesari (Subhash Palace Depot),385
DC0031,386,28.693861,77.150918,Wazirpur DTC Depot / Netaji Subhash Palace,386
U01448,387,28.69553,77.146025,Pitampura ND Block,387
U01392,388,28.697168,77.142174,Kohat Enclave Metro Station,388
U01338,389,28.699303,77.137619,Vaishali  Enclave / Kapil Vihar,389
U01298,390,28.701413,77.134676,JD Block Pitam Pura,390
U01272,391,28.702332,77.133401,PitampuraMetro Stn (MadhuvanChowk),391
U01252,392,28.702886,77.130242,Madhuban Chowk Outer Ring Road,392
U01199,393,28.700082,77.125333,Saraswati  Vihar C Block,393
U01135,394,28.69796,77.11962,Deepali Chowk,394
U01086,395,28.697185,77.115505,Kali Mata Mandir,395
U01059,396,28.696165,77.111793,Puspanjali Enclave,396
U01043,397,28.695388,77.109414,Rohini Depot - 3,397
U99992,398,28.694461,77.106694,Mangolpur School,398
U00979,399,28.695549,77.101135,Mangolpur Kalan Village,399
DC0011,400,28.69875,77.0964,Avantika Crossing,400
U00896,401,28.700005,77.094325,Mangol Pur Khurd,401
U00832,402,28.702634,77.089647,Mangolpuri Y Block,402
U00797,403,28.704528,77.086895,Budh Vihar,403
U00765,404,28.70957481056249,77.0810010942312,Krishna Vihar,404
U00723,405,28.7125,77.0805,Brahm Shakti Hospital,405
U00682,406,28.714257,77.076933,Pooth Kalan,406
U00618,407,28.7187,77.0696,Rohini Sec-21,407
U00591,408,28.7217,77.06495,Begumpur,408
U00544,409,28.7247333333333,77.05875,Rajeev Nagar,409
U00518,410,28.726356,77.053345,Karala Pathsala Jain Mandir,410
U00484,411,28.727533,77.04895,Sukhbeer Nagar,411
U00465,412,28.728583,77.045817,Rama Vihar,412
U00443,413,28.730681,77.039664,Karala School,413
U00429,414,28.7315,77.037,Karala Village,414
U99798,415,28.731601,77.031627,Karala Crossing,415
U99807,416,28.7325,77.0284,Desu Office,416
DC0007,417,28.7333,77.025,Shiv Vihar Bheem Chowk,417
U99798A,418,28.73384,77.0208,Radha Swami Satsang,418
U00352,419,28.7352,77.0125833333333,Shivam Plywood,419
DC4667,420,28.737911,77.00692,Kanjhawla Chowk,420
DC4668,421,28.738428,77.004399,Nirmal Hospital,421
DC4670,422,28.73949,76.997517,Ladpur Village,422
DC4671,423,28.740338,76.994313,Rajendra Lakra Public School,423
DC4672,424,28.74225,76.9865,Sant Vivekanand School,424
DC4673,425,28.744467,76.980917,Vriddha Ashram,425
DC4674,426,28.74615,76.978217,Jonti Crossing,426
DC4675,427,28.75314524093933,76.972067834944,Jonti Village,427
DC4676,428,28.755872,76.968475,Tatesar Village,428
DC4678,429,28.767498,76.96456,Balaji Enclave,429
DC4679,430,28.773006,76.962094,Punjab Khor Village,430
DC4680,431,28.7779,76.9614,Punjab Khor Village,431
DC4682,432,28.788119,76.962441,Divya Dham Ashram,432
DC4681,433,28.79069,76.962473,Jatt Khor Crossing,433
DC4909,434,28.7977,76.960533,Qutub Garh Enclave,434
DC4910,435,28.801274,76.962031,Qutub Garh Village (T),435
DC4911,436,28.8061001,76.9658501,Katewara Crossing,436
DC5047,437,28.805956,76.969867,Katewara Colony,437
DC3811,439,28.643931,77.252592,Rajghat Depot,439
U03043,440,28.6389,77.2502,Rajghat Gandhi Darshan,440
U03011,441,28.636983,77.247267,Gandhi Darshan,441
U03007P,442,28.6336,77.2469,Indira Gandhi Stadium,442
DC3679,443,28.624078,77.247687,IP Power House (ITO Ring Road),443
U03025,444,28.6195,77.249,Indraprastha Depot,444
U03040,445,28.616,77.2501,Pragati Power Station,445
U03052,446,28.610753,77.2517899,Railway Road Bridge,446
U03075,447,28.603047,77.254254,Nizamuddin Road Bridge,447
U03147,448,28.5908681,77.2581704,ISBT Sarai Kale Khan,448
DC0097,449,28.580073,77.224903,Kushak Nallah Depot,449
DC0100,450,28.5847,77.2247,Lodhi Colony,450
U02735,451,28.584967,77.228233,Central School Lodhi Road,451
U02783,452,28.5841,77.2301,J L Nehru Stadium,452
U02775,453,28.57875,77.229533,Sewa Nagar Flyover,453
U02732,454,28.571983,77.227667,Defence Colony (Homyopathic College),454
U02710,455,28.569817,77.22655,PT College Kotla,455
U02788,456,28.565987,77.230567,Andrews Ganj,456
U99989,457,28.565133,77.239733,Gupta Market,457
U02951,458,28.565141,77.24164,Lajpat Nagar (Ring Road),458
U02950,459,28.565781,77.249098,Lajpat Nagar Ring Road,459
U03041,460,28.564183,77.250367,Lajpat Nagar Crossing,460
U03047,461,28.5624,77.251417,Garhi Village,461
U03102,462,28.562167,77.255617,B-Block East of Kailash,462
U03142,463,28.56215,77.2582,C-Block East of Kailash,463
U03162,464,28.5612422,77.2601598,SNPD,464
U03190,465,28.5565,77.2648,Laghu Udyog Sansthan (ModiMill),465
U03196,466,28.553683,77.265133,NSIC,466
U03181,467,28.55205,77.2645,Kalkaji Mandir,467
U03174,468,28.5479,77.263,Kalkaji Mandir (MaaAnandmayeeMarg),468
U03185,469,28.545217,77.2641,Govind Puri Metro Station,469
U03206,470,28.5375,77.2674,Kalkaji Depot,470
U03219,471,28.534033,77.268667,C-Lal Chowk,471
DC0136,472,28.527867,77.272383,CRPF Camp / Crown Plaza,472
DC0137,473,28.5261,77.2736,Bank,473
U03297,474,28.5203,77.2777,Okhla Ph-I,474
DC1311,475,28.51425,77.281333,ESI Hospital,475
U99679Z,476,28.510917,77.281167,Tehkhand Depot DTC,476
